,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,M9 A KETOGLUTARATE 1,M9 GLYCEROL 1,M9 PROLINE 1,M9 PYRUVATE 1,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM HYPOCHLORITE 0.75,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6
VCA0246 SgaT protein sgaT Transport and binding proteins,-1.011893895,-0.403659658,0.281512989,0.451383312,0.673046705,0.54905128,0.821712112,0.595252317,0.615750946,-0.057051686,-0.296848335,0.151125889,1.122669742,1.143421185,-0.912586228,-2.904305798,-0.351398516,-0.945811342,-2.058830625,0.049316172,-1.223241895,-0.081337823,0.553857349,0.359863988,0.550100765,-1.020911049,-0.976620883,-0.742666529,-0.280185657,-0.981936543,-1.355081558,-0.37300642,0.143844241,-0.557769758,0.829392052,1.046662384,0.414784254,-1.500775574,-0.086244197,0.217953856,-1.10097484,1.742935968,1.143645815,-1.601025688,0.45274331,-0.495104116,0.142085056,-0.360140057,-0.012284094,2.219011308,-1.293962217,0.033231723,-1.442991056,0.791074185,0.585936892,0.074413458,0.046325618,-0.50732229,-0.570745777,1.428938353,0.641056747,1.221213596,-0.396599175,0.583499251,0.862669707,0.512557543,-2.44022361,-0.519114072,1.480819256,1.587952731,-0.430668524,1.078037781,-0.65076254,0.828516422,-1.220044853,0.071570991,1.360457265,1.59114614,1.519163619,-0.384406699,-0.9608228,0.047678533,1.659900272,0.623981408,-0.149925978,-0.896308609,-0.27466192,-0.176475098,-1.178318921,0.774991794,0.550362119
"VCA0247 transcriptional regulator, DeoR family  Regulatory functions",5.184400315,-3.547927172,-0.520992467,-1.853938186,-2.032449124,2.241244264,-1.803420909,-1.337404576,1.180216334,0.953318245,1.314639066,1.441425951,0.99820428,-1.912070599,0.757014665,-0.582866255,1.114249506,1.807689585,2.40096061,-0.185311687,-0.180112069,1.573463796,-0.131635689,1.350042563,1.47803035,4.048009278,6.348156265,0.057131107,-0.165408571,0.270919672,0.535455623,2.285171219,1.933547765,3.612856368,1.416442088,-0.943534314,-2.826387786,0.68992531,-0.792801798,2.471015943,-0.79206679,-2.90301342,-1.712626991,2.513896084,5.842182253,2.194362727,2.206697367,2.465869134,-3.197996079,-3.01412015,-0.568385478,-1.064886646,-0.412434356,-0.665020883,-1.719133019,-2.167826364,1.457602718,1.413087015,-1.613793759,-2.224377773,-3.18249836,0.949784271,1.301547242,-0.081230548,-0.309271689,-0.346033727,-1.427241668,-1.150001894,-0.068619141,-0.194075056,-2.253537349,-1.33939513,2.947998799,1.399664412,-1.583728409,-3.147793025,1.537750431,-0.464484882,-0.21507554,2.150126482,1.691471947,-1.998517662,-1.175285569,-0.405233218,-0.595604285,-2.48483692,1.12571385,,0.284083284,1.506092666,-0.450347758
VCA0248 conserved hypothetical protein  Hypothetical proteins,-0.44846986,-0.452277246,0.509417932,-0.607496252,1.0949856,1.938748888,0.780531254,-0.892410232,-1.325460504,0.189132273,1.172092238,1.678212523,-0.710143403,0.656580139,0.007422236,-0.234767332,0.070763043,-0.342963927,0.078464302,0.347737036,-1.012387114,0.220804993,0.45530271,0.398419689,1.142934671,-0.191421085,-0.029849112,-0.696460347,-0.152041441,0.190498153,1.158695175,-1.049540785,1.071454818,-0.59250588,-0.139013795,-0.169274414,-2.408891416,0.26911311,0.938752114,-2.031786884,0.407937538,-0.655903417,1.732348826,0.874569231,1.750803706,-0.657247546,1.222999626,1.231082732,0.301170129,0.59928787,0.148896851,0.234160768,1.180657725,-0.047233622,-1.921558771,0.167022764,-0.252804127,0.171541134,-0.635734614,0.296513997,-0.245674362,0.310681188,0.346276319,-0.331701916,-1.287454721,-1.568817099,-0.456432976,0.097879051,0.064425477,-0.255528044,1.293471556,1.955378167,0.20471462,1.106016977,1.281038865,0.844427936,0.500640562,-0.649506295,-1.754818464,-0.483373707,-0.816735853,-1.092970814,-1.650195768,-1.017092518,-0.302867964,1.273818347,1.192602392,,-2.175986489,-0.110253133,-1.606992028
"VCA0249 cytochrome b561, putative  Energy metabolism",0.135188298,0.302257472,-0.063720085,-0.698427473,-0.192003979,0.78083799,0.711440031,0.202702813,0.791901243,0.105891159,0.516122491,0.110327352,0.134490285,-0.066963239,-0.605548917,-0.567671724,-0.511851646,-0.48318894,0.664371237,-0.549073569,-0.221532602,-0.564789137,0.350709168,-0.650384796,-1.509178652,-0.74337874,-0.666459705,1.185533926,1.16656507,0.15690044,-1.129043543,-0.018694537,-0.154780703,-0.445947428,-0.701110691,-0.941387635,-0.042506631,0.321800448,-2.004565475,-1.139518136,1.103018955,-0.588101,0.135230815,1.751193465,0.118904331,-0.185528459,-0.198776215,-0.154835364,-0.556184367,-1.921381597,0.334138772,-1.912047264,1.039325095,-1.295882128,-0.485915459,-0.832383202,-0.957173949,0.503143216,-0.425709282,0.873240467,0.330066788,0.296534504,-0.02401764,-0.820195246,-0.250787887,0.462146513,0.620726072,0.172983409,0.970735257,-1.069134468,1.007712313,1.717763581,0.514676695,-0.595855667,-1.616044799,0.167334452,1.667362222,1.325204227,0.563633665,-0.375750373,-0.846871938,-0.682076678,1.461282372,0.733693659,0.297810774,1.359937683,-0.115445431,-0.584962825,-1.054803127,0.586615285,-0.450075451
VCA0250 alpha-amylase amy1 Energy metabolism,14.74105081,0,0,0,0,14.03370369,0,0,0,0,0,0,12.60840816,19.9339498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.46358979,32.68139817,0,0,0,3.422426026,0,0,0,0,0,0,39.15255805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.456996269,0,0.846261744,19.32122271,13.18680895,0,4.955020745,3.68441958,0,0,0,5.058827581,18.59157034,0,0,3.430928726,3.016363199,2.517244622,0,0,3.484040527,1.935959094,17.18440918,10.24094165,6.092787816,0,,5.243558907,0,0
VCA0251 hypothetical protein  ,-0.260273475,0.717701133,0.779280869,0.686963855,-0.92060176,0.128430301,-0.156643087,-0.514201731,-1.519604282,-1.399582308,0.810430211,0.106189263,0.420234993,-0.245823079,0.214998485,-1.235386913,-1.542700187,-0.771603239,-0.885600121,-1.554534804,-0.20172286,-0.503509201,-1.146642543,-0.520199307,0.555042368,0.154198192,0.533426581,0.161218793,0.330875611,-0.723596229,0.083905983,-0.969512104,-0.116205709,-0.22843522,2.146424448,0.659062386,0.557897443,1.472010045,-1.176881531,0.628218193,0.849602195,1.359105104,0.095829941,-16.01588177,1.865036751,0.059042542,2.096892247,-0.900408686,0.373326253,-0.123487607,-0.827410874,-0.667701442,0.856451543,0.537047371,0.053014398,0.93164985,-0.370351403,0.016600647,-0.539690483,-0.734554317,0.13117476,0.06415211,0.406930808,1.387518618,-0.886801622,0.308784073,-1.199497251,-0.806489458,0.005761075,-1.396773342,0.135797883,-1.01768175,-0.69095421,-1.219903676,-1.009728626,-0.177685872,-0.373211652,0.022772738,0.512077113,2.17625038,-0.103435293,-0.327360787,0.230024977,0.51298468,0.478821995,0.3172188,-0.233918265,,-2.315887504,-1.603911543,-0.767901187
VCA0252 hypothetical protein  ,-1.617579404,-0.369041098,1.169271852,-0.779634009,1.084792353,-0.26919288,0.973782964,0.957110333,0.243409355,1.939130671,-0.25205482,0.60164649,-0.134621049,-0.155880307,0.501300773,1.4324379,0.110155197,0.792027434,-0.928248355,0.697949169,0.783706042,0.467667601,1.061033308,-0.682653562,-0.042711797,1.028318454,-1.585015322,1.665416989,0.026407682,2.945068825,0.625102187,-0.56729469,-1.06413807,-2.04689219,0.154224352,-1.004739249,-1.296333074,-1.300093664,0.3607835,0.842418226,-0.563211438,0.629224307,-0.083097115,-1.877421099,-2.640499911,-0.137793824,-1.719180589,-0.679565208,0.574084695,1.879063171,-0.120244222,0.931298072,0.264318077,1.460052969,0.500482406,0.441628348,1.867040575,-0.440543434,-1.269320032,-0.633395668,-0.046294841,1.62204254,-0.859431345,-0.832280859,-0.540811692,-0.814265278,0.462182675,0.210277589,-0.177016612,1.082464395,0.739672441,-0.190210245,0.274960651,-1.590393422,1.443548435,0.040173561,-1.058482632,-0.304141092,0.334823556,0.0187107,1.221321605,0.942489167,-0.684969058,-1.266454681,-0.588896051,-1.016210685,0.694660921,,1.644563833,0.050070356,0.630600733
VCA0253 antibiotic acetyltransferase  Cellular processes,-0.355188864,0.375275202,-0.342535107,0.629614946,-1.427447573,-0.633031195,-0.643355281,-0.160720004,1.157677758,0.813232257,-0.978961929,-1.754071914,-0.909556655,1.023528874,0.580704653,-1.610694699,-1.144483633,-0.130835515,-1.999643324,-0.056261441,-0.599472918,0.232913851,-0.597268809,0.33073052,0.897324717,-0.652188711,-0.478323288,-0.441560781,-0.810957861,-0.308819451,-0.211085862,-1.313076521,0.420204977,-0.497271762,1.705614248,0.271690483,0.389864453,0.052773076,0.188004039,0.475624904,0.38633102,0.729656864,0.947456674,0.490268298,0.327888492,-0.020908565,1.27808554,0.138688237,-0.164721418,0.93683885,-1.164400473,0.576156975,-0.676617638,0.255764029,1.846569188,0.733804047,0.145172436,-1.634348169,0.44464462,-0.495896119,1.357244803,0.734091873,-1.312421371,0.12475572,0.542544891,0.399479116,-1.672103611,-0.206605091,-0.137564577,0.792787314,-0.503909506,0.385571242,-0.310279587,0.471663615,-0.730588777,0.201423045,0.161205747,0.809651953,0.767967934,0.294797573,-1.383190271,0.731795352,1.289452312,0.557692576,-0.08041434,0.342925051,1.880729553,-5.10941971,0.107803673,-1.910876138,1.310986106
VCA0254 hypothetical protein  ,-0.773456967,0.53232438,0.316642948,-0.935025526,-0.061432188,-0.211203036,1.191950949,0.785167167,-0.561884226,-0.297529144,-0.063228517,0.706222546,-1.460555171,-0.364578477,0.394315652,2.157887181,2.587722783,1.84902178,-0.421364077,-0.111547621,0.205358144,-0.300113347,0.720815142,-1.543826114,-1.201156287,-0.169827786,-1.1200089,2.604461108,0.734194971,1.377955593,1.685092936,0.791739173,-0.276173672,0.565656142,-1.626422434,-0.362624817,0.071952886,1.336655311,-0.346705861,-0.867844344,0.579241903,0.931350239,-0.302128996,-0.745357821,-0.816296509,1.768722754,1.618597753,1.432609477,0.718964027,0.415187302,1.425964849,0.291439345,1.758057364,-0.167847176,0.098329869,-0.688028374,1.836018533,-0.526137857,0.606294514,-0.86250002,-0.747345414,-0.846740517,-1.720033002,-0.954033437,-0.541683397,0.079249359,0.947927129,1.137221422,-1.234189789,-0.158548821,-0.061595465,-0.027860253,1.072159123,-0.508652786,1.012918021,-0.168941092,-0.663603259,-0.557061605,-0.526860086,-0.139411463,1.917849636,0.106346134,-0.805578936,0.248343386,0.245746286,0.016417818,-0.716699491,,-0.297650633,2.423850051,-0.906056036
VCA0255 hypothetical protein  ,11.66906832,0,0,0,0,5.131582365,17.99504375,9.756570795,0,0,0,18.52016217,17.80250048,9.28218733,0,0,0,0,18.38808772,0,0,21.87227151,0,0,5.061496394,25.24347716,7.72608922,0,0,0,0,8.216444222,29.49694215,0,16.08316537,0,9.830712487,0,0,6.470176381,0,28.15814497,15.92265541,6.391717681,0,0,0,0,30.96178494,24.92679837,32.25346605,21.75663479,0,0,0,0,4.874509556,0,0,0,7.020069346,13.38285195,0,3.714148767,7.144165122,7.620511598,3.908976769,7.79539426,2.980672541,0,18.928701,27.60676592,12.69011613,16.89879258,0,1.939698616,5.068934527,20.49816023,12.59433,15.22822138,12.13889474,16.85453946,10.73698466,7.152880883,0,0,0,,0,0,0
VCA0256 transcriptional regulator  Regulatory functions,0.290197221,1.14103059,0.72835209,-0.329946372,0.220082927,0.859069751,-0.331044276,-1.158576153,0.640404565,0.071691275,0.864354716,-0.763451062,0.60934758,1.000903401,0.925780668,-2.183298712,-2.402162132,-2.017120819,-0.410496609,0.415505405,-1.503148157,1.407174425,-0.769430492,1.138920984,1.360121429,-0.753209672,-2.043427597,-1.422453838,-0.623517807,-0.919780547,-1.454171016,-1.179115901,0.709367553,-0.218203178,0.490434125,0.765769292,0.462486734,1.192356809,0.148362655,0.127958133,-0.290854876,0.577233215,-0.775195142,-1.511432725,1.362647392,-0.762547199,0.792726879,0.404135404,-1.382865322,0.100303133,-1.033283123,0.929331022,-0.312532428,1.592383637,0.042319594,1.099613375,-0.982178997,-0.122824197,-0.220518826,0.425126175,0.775343917,-0.58309782,1.933177815,-0.730715015,0.886669827,-0.401732153,-1.396646455,-0.792196196,1.251575136,2.09974895,0.671175233,0.102104854,0.249882759,0.594915499,0.633790966,2.227868271,-0.581575069,-0.393806345,-2.187682622,-0.218302928,-0.554240091,0.387909269,-0.466211042,-0.57416172,1.391344462,-0.513263446,-0.87896254,-0.60714989,-0.874205238,1.176578352,-0.299794042
VCA0257 sensor histidine kinase  Regulatory functions,-0.630245935,-0.46006168,-0.385063357,-0.524955459,0.68082994,-1.033551756,0.684757063,0.454083597,-0.236935931,0.265936005,0.263655487,0.113398542,0.367197238,-0.814864932,-0.670125338,0.688333909,0.453717404,0.93862688,-0.526109801,-0.976859824,-0.798872615,-0.121852084,-1.340136098,-0.789238286,-0.145272585,0.607183277,-0.656456686,1.141175869,0.432603796,0.940430212,-0.71697366,0.788407899,-0.275524502,0.271527971,0.008829847,-0.244957951,0.584528954,-0.200219434,-1.402223468,-0.491125279,-0.337383929,0.415928457,-1.199962138,1.469191729,-0.801459275,1.486437151,-1.106685197,-0.198663331,0.259732947,1.45107693,1.921193704,-0.36572847,0.20802171,-0.80256152,-1.132060474,-1.966229757,1.008611183,0.176242809,0.073335894,-1.005578303,-0.116297682,-0.086516653,0.712698855,2.437588038,-0.354152252,0.270133171,1.567362144,1.593427674,-0.144209408,-0.134461148,-1.403968904,-0.749009242,0.769146791,-0.57839821,0.104678546,-0.219805967,0.589862001,0.1694205,0.25320445,0.305389915,2.469582696,-0.85864548,-0.17102547,-0.968263332,-0.680054022,0.455125922,0.580869006,0.400439483,1.066706612,-0.239554059,0.150867743
VCA0258 hypothetical protein  ,-0.383038767,0.005175661,-1.93965056,0.748185153,-0.646617228,-0.542654087,-0.15316849,0.116698762,0.022910354,0.299863676,0.042937859,-0.641556187,1.038288261,0.816075482,-2.29280566,0.335867913,-0.237555531,-0.060479527,0.47087503,-1.29555082,-1.251259914,-0.860064167,-0.763386185,-1.385112398,-0.689101964,0.298318496,1.413762024,1.225089013,0.625262796,-0.861054135,0.623198405,0.999233229,0.698250127,-0.5787991,-1.121855695,0.481407017,1.668562998,0.002191234,-0.738276115,0.243719866,-0.86873225,-0.876357509,0.083574275,0.948253579,1.030458768,0.725793386,-0.300289505,-0.193308943,0.517871439,-0.640277982,-0.092945379,-1.591275046,-0.63848247,-0.703641374,-0.37279004,-0.510934849,-0.763754064,1.265459656,-0.529781914,0.91507882,-0.452240313,-0.904037973,0.675470001,0.667814141,1.538105388,1.800530129,0.696042416,0.475311657,0.377133098,-0.025815707,-0.678826583,-0.742157818,0.611991147,-2.261911465,-0.520520416,-0.279857282,0.442507899,0.130393015,0.503432414,0.960727101,1.24781121,-0.04357325,0.565264811,-0.165889854,-0.822992464,-1.090258596,-1.326955965,0.218857102,0.247021613,-0.382674608,-0.372447448
VCA0259 hypothetical protein  ,-0.728686846,-0.024661691,-0.864431421,0.423583425,0.502365094,-0.400190479,0.443920818,-1.519978294,0.813301244,-0.384605958,1.13518044,0.121954359,-0.345078407,0.19113296,-0.120331021,0.472199693,-0.242594173,-0.762739029,-0.286563854,-0.322117126,-1.040818776,0.14142654,0.395755736,0.381982734,0.141740293,-0.223954666,-0.585788238,-1.252435772,-1.465421295,-1.175194114,0.502037384,-1.21388644,-0.076433137,-0.333758212,-0.272489438,2.061714587,0.024445123,0.278189458,0.550235617,0.522070262,0.421912325,0.46653867,0.807021578,-1.360942943,0.331217891,-0.665278515,0.006729817,-1.116640547,-0.283880817,-0.65581917,-0.540503166,1.147247137,0.171187876,0.550560893,0.69515802,0.271768818,-0.597063546,1.468019152,0.208343405,-0.341562378,0.375870485,0.3053967,0.758109131,-0.512407072,-1.265461881,-1.726919579,-0.393767506,-0.52530643,0.575967883,0.660197657,1.995600085,0.628197962,-0.475754488,-0.468348934,0.340590799,2.038051553,3.1176366,2.183127069,0.64819023,-0.059505452,-0.970177808,-0.7193966,1.059978715,-0.701935844,0.92685839,0.040102702,1.818553471,1.72192584,-0.199401297,-0.079618607,-1.225149428
VCA0260 hypothetical protein  ,0.558472343,0.786696503,-2.424168036,1.272403704,-2.218055676,-1.003371179,-1.120268817,0.648024992,-0.011172156,0.813223914,-0.592926236,-0.848881282,0.37680011,2.797991531,1.457735505,-0.184456697,-0.546526654,-0.400791843,-0.361461726,-1.763356646,-2.086118107,-1.85930402,-1.812400076,-1.566037188,-0.221060891,-0.768468827,0.322588053,-0.322499354,-0.159312055,-1.281722968,-0.423234937,-0.471139512,1.136052882,-0.423954939,-0.838783546,0.375241212,1.13762747,0.209518664,-0.961969922,2.690360453,0.91427336,-2.084668,-0.74768146,-1.225788782,1.997276406,-0.367113141,1.283466079,-0.982549054,-0.065846596,1.709413849,-0.270935647,0.284454039,0.531894285,-1.09234146,-1.059372736,-0.399656364,-0.653554525,-1.630157429,1.882648778,0.998973737,1.384485897,-0.698801294,0.312139423,1.877823815,3.654060425,2.641829505,0.367992902,0.417807703,0.786182587,-1.108786257,-0.057682482,0.105750727,-0.624572065,-0.649293767,0.238232722,4.074690074,0.299417757,-0.640831226,0.83274274,-0.327194395,0.294417368,1.667143799,2.421384553,0.919219475,-0.614437809,1.618404895,-0.260342981,,0.538781274,-3.028075097,-1.145912506
VCA0262 hypothetical protein  ,-0.182624628,0.471935817,2.499537201,1.233632536,0.877803901,-0.4335346,2.16381037,-0.163029748,-1.849609328,-1.990433347,0.166060941,-1.185002593,0.961007062,0.299315783,0.251042062,1.255217836,-0.557422223,-1.024072516,-1.438069105,1.009086097,0.575544472,-0.216644931,0.653258619,0.534466995,0.397901353,-0.90862241,-1.509295443,-1.056213732,-0.959192618,0.557747147,0.071117356,-1.398012161,-0.082713501,-2.004663335,-0.09888008,-0.018688216,-1.793104924,-1.862994564,2.131900216,-0.025389019,1.983197612,1.214143502,0.004556889,-0.62015391,-16.58940741,-3.272847148,-11.64946935,-5.221475545,-0.700751642,2.337108122,0.17393541,0.868665811,1.800639448,1.086381978,-0.361863124,2.051677173,0.750426385,0.864536868,-0.047473577,1.998192936,0.168262601,-0.619234956,0.217096438,-0.502781093,-0.584622488,-1.388980647,-0.033357593,0.879975622,0.518956711,0.151010161,2.96829814,0.843529979,-0.985122405,-0.216802357,1.249480279,1.549256272,1.220809861,0.638612744,0.413004364,0.296124355,-0.237595334,-0.056378038,0.634528501,-1.048880966,1.181897146,1.004525377,0.023379398,,-0.991960286,0.056335275,0.371953958
"VCA0263 acetyltransferase, putative  Central intermediary metabolism",-0.043964674,0.261523426,-0.961359994,-0.917845775,0.824208291,0.315387019,-0.301801635,0.372058537,-0.841915989,-0.992890567,2.189924223,-0.172638509,-0.183206633,1.226905933,-0.234491415,0.679722171,-0.031476398,0.007866525,-0.448682341,0.557787811,-0.055183413,0.374957064,-0.314256976,-0.63423267,-0.094594633,0.342130834,0.458478742,-0.547349991,-1.00284745,-0.806111117,0.061205521,0.371100641,-0.205536882,0.344218932,-0.124288152,0.350879044,1.123376338,0.011845422,-1.301467238,0.120840785,1.704034869,-1.368350183,0.832543359,-0.244399926,-0.732507306,-0.073927344,0.446331927,0.675963142,-0.03233352,-2.517991837,1.185912638,-0.964242806,0.86594193,0.304804574,-0.677391173,-1.129253358,-0.618507414,-0.510848719,-1.725668226,-0.438659404,0.160001402,1.392742671,-0.751502727,-0.499323458,0.721094245,-0.220292771,0.731688263,0.791927321,0.811408486,-0.86147442,-1.263575802,0.050415397,2.34097674,-0.147229234,0.840642769,-0.116308432,0.70471168,0.475405034,0.742281575,-0.119355576,0.450961423,1.58155325,0.770286554,0.521941557,0.81755741,-0.809073226,0.239240646,0.19965652,-1.493419524,-1.882518598,0.428118226
"VCA0264 transcriptional regulator, putative  Regulatory functions",0.769266768,0.149981838,-0.499796738,0.613670049,2.524599176,-0.010140983,0.70935262,0.371845183,1.374866425,-0.04026547,1.732352935,-0.588458811,2.603171503,-0.037545452,0.39741008,-0.819126801,0.405592578,0.618523962,-0.281089105,-0.229547378,-1.701449662,-1.470665791,0.766152271,-0.582191132,0.15201944,-0.859351538,0.34296187,-0.993638799,0.22040318,0.068854394,-0.919408406,-0.558973628,0.554969068,0.206901491,-0.211530439,1.504688411,0.968582561,0.511720424,-0.603272762,0.575627482,-0.196340707,-0.129988239,-2.613023399,-0.556945712,1.150689245,-0.538361807,1.552943243,-0.874232663,-1.950132924,-0.567465639,-2.642856335,-0.717515477,0.928812398,-0.407776055,0.061836396,-0.50046086,-0.906893896,0.212350753,0.620301893,0.701494606,0.414050231,-0.680294275,0.728430965,1.853918647,1.149687858,1.20917079,0.055369899,0.864057964,1.556094759,0.10722646,0.590777066,-0.422297985,0.158394922,-0.709106013,-0.978960527,1.567713355,-0.061324837,0.402697216,0.90530895,0.824739198,2.217554159,0.189593102,1.505697275,0.468025564,-1.558601669,-0.094900433,-1.436419783,,-0.432667959,-1.949453191,-0.639704829
VCA0265 hypothetical protein  ,0.160759463,0.806567919,1.594255895,1.295972754,0.462107158,1.68536073,-0.203490905,0.463778975,-0.470904275,-0.547963275,-0.536450217,0.657345953,-0.698178427,-1.13935607,1.265865392,0.303023869,-0.047721295,0.777544871,0.159245019,-0.127455485,-0.438596476,-0.097800772,-0.771580758,0.321866699,0.386809447,0.335020462,-0.474604353,2.844268758,0.68835864,-0.125028583,0.109505296,0.123040817,0.937007589,0.733709661,0.539970901,-0.458401206,-0.094784177,0.217445992,0.865502612,-1.23983324,0.341717927,0.563461921,-0.035606736,0.789940748,-0.44878567,0.907727286,0.333749599,1.319515342,0.156635078,-0.099719406,0.196853445,-0.215503526,1.957807822,-0.485113666,1.056549967,0.040993602,0.844837409,-0.36759698,1.038386492,0.149105183,0.489547801,-1.360848414,-1.162782603,-0.515363357,-0.854882513,-0.361173118,0.389541188,-1.255820952,-1.038138281,0.536699707,-0.680276821,0.577620002,-0.389928608,0.015451975,-1.039829781,-0.173206356,0.31066656,-0.852064252,-1.231571841,-0.351420539,-0.023997128,-0.454596668,-0.873953298,0.333421951,-0.221382439,0.702304357,0.582284384,0.772918678,0.668283919,1.320406283,-0.547916773
"VCA0266 transcriptional regulator, AraC/XylS family  Regulatory functions",0.203057642,0.858378716,-0.290584332,0.214081055,-0.731187498,-1.856259267,-0.497924066,0.417008128,2.027714818,0.891911284,-0.484288085,-0.469527675,1.144690115,1.347839788,-1.482670918,-0.942166898,-0.567376738,-0.955060878,-1.317482772,-1.417837026,-1.414041553,-0.948126026,-0.74785675,-1.09472137,-0.573189722,-1.43090747,0.633367432,0.009226843,0.319046089,-1.339751985,0.358611547,-0.599484186,0.61652245,-0.101893763,0.986481705,1.043619755,1.798512781,-0.731643644,-0.543779555,0.771089742,0.017122368,0.18948995,0.144446731,-0.629352926,0.797201907,0.004453335,0.580403224,0.57445992,-0.993941573,0.792998102,-0.755671346,0.623918061,-1.844745843,1.410068822,0.59638923,1.10763757,0.269312221,-0.31839425,-0.394751363,1.593032569,1.846743312,0.506466891,-0.006360221,0.759050798,1.636864635,1.678862115,-0.093300268,-0.295992375,0.311512442,-0.328555559,-1.153180922,0.246019177,-1.860706441,-0.501548829,-0.295030343,-0.175979276,-0.537755859,2.530523681,1.624754311,-0.123056035,-0.644344484,0.275834823,2.137002313,0.974151062,0.427331554,1.216825092,-1.641941834,0.545256867,0.081813769,-2.581161112,-0.89101263
